symbol,name,type
BLNG,iPath Pure Beta Precious Metals,etf
BLV,Vanguard Long-Term Bond ETF,etf
BMLA,BullMark LatAm Select Leaders ETF,etf
BND,Vanguard Total Bond Market ETF,etf
BNDX,Vanguard Total International Bond ETF,etf
BNO,"United States Brent Oil Fund, LP ETV",etf
BOIL,ProShares Ultra Bloomberg Natural Gas,etf
BOM,PowerShares DB Base Metals Double Short ETN,etf
BOND,PIMCO Total Return Active Exchange-Traded Fund,etf
BOS,PowerShares DB Base Metals Short ETN,etf
BOTZ,Global X Robotics & Artificial Intelligence Thematic ETF,etf
BRAQ,Global X Brazil Consumer ETF,etf
BRAZ,Global X Brazil Mid Cap ETF,etf
BRF,VanEck Vectors Brazil Small-Cap ETF,etf
BRZU,Direxion Daily Brazil Bull 3X Shares,etf
BSCH,Guggenheim BulletShares 2017 Corporate Bond ETF,etf
BSCI,Guggenheim BulletShares 2018 Corporate Bond ETF,etf
BSCJ,Guggenheim BulletShares 2019 Corporate Bond ETF,etf
BSCK,Guggenheim BulletShares 2020 Corporate Bond ETF,etf
BSCL,Guggenheim BulletShares 2021 Corporate Bond ETF,etf
BSCM,Guggenheim BulletShares 2022 Corporate Bond ETF,etf
BSCN,Guggenheim BulletShares 2023 Corporate Bond ETF,etf
BSCO,Guggenheim BulletShares 2024 Corporate Bond ETF,etf
BSCP,Guggenheim BulletShares 2025 Corporate Bond ETF,etf
BSCQ,Claymore Exchange-Traded Fund Trust ETF,etf
BSJH,Guggenheim BulletShares 2017 High Yield Corporate Bond ETF,etf
BSJI,Guggenheim BulletShares 2018 High Yield Corporate Bond ETF,etf
BSJJ,Guggenheim BulletShares 2019 High Yield Corporate Bond ETF,etf
BSJK,Guggenheim BulletShares 2020 High Yield Corporate Bond ETF,etf
BSJL,Guggenheim BulletShares 2021 High Yield Corporate Bond ETF,etf
BSJM,Guggenheim BulletShares 2022 High Yield Corporate Bond ETF,etf
BSJN,Guggenheim BulletShares 2023 High Yield Corporate Bond ETF,etf
BSJO,Guggenheim BulletShares 2024 High Yield Corporate Bond ETF,etf
BSV,Vanguard Short-Term Bond ETF,etf
BSWN,UBS AG VelocityShares VIX Tail Risk ETN linked to the S&P 500,etf
BTAL,QuantShares U.S. Market Neutral Anti Beta Fund ETF,etf
BTEC,Principal Healthcare Innovators Index ETF,etf
BWV,iPath CBOE S&P 500 BuyWrite Index ETN,etf
BWX,SPDR Bloomberg Barclays Intl Treasury Bd,etf
BWZ,SPDR Bloomberg Barclays Short Term International Treasury Bond,etf
BYLD,iShares Yield Optimized Bond ETF,etf
BZF,WisdomTree Brazilian Real Strategy Fund,etf
BZQ,ProShares UltraShort MSCI Brazil Capped,etf
CAFE,iPath Pure Beta Coffee ETN,etf
CANE,Teucrium Sugar Fund ETV,etf
CAPE,Barclays ETN  Schiller CAPE Index ETN,etf
CARZ,First Trust NASDAQ Global Auto Index Fund,etf
CBND,SPDR Bloomberg Barclays Issuer Scored Corporate Bond ETF,etf
CBON,VanEck Vectors ChinaAMC China Bond ETF,etf
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,etf
CEFL,ETRACS Monthly Pay 2xLeveraged Closed-End Fund ETN,etf
CEMB,iShares Emerging Markets Corporate Bond ETF,etf
CEW,WisdomTree Emerging Currency Strategy Fund,etf
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,etf
CFA,VictoryShares US 500 Volatility Wtd ETF,etf
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,etf
CGW,Guggenheim S&P Global Water,etf
CHAD,Direxion Daily CSI 300 China A Shares Bear 1X Shares,etf
CHAU,Direxion Daily CSI 300 China A Share Bull 2X Shares,etf
CHEP,QuantShares U.S. Market Neutral Value Fund ETF,etf
CHIE,Global X China Energy ETF,etf
CHII,Global X China Industrials ETF,etf
CHIM,Global X China Materials ETF,etf
CHIQ,Global X China Consumer ETF,etf
CHIX,Global X China Financials ETF,etf
CHOC,iPath Pure Beta Cocoa,etf
CIBR,First Trust NASDAQ Cybersecurity ETF,etf
CID,VictoryShares International High Div Volatility Wtd ETF,etf
CIL,VictoryShares International Volatility Wtd ETF,etf
CIU,iShares Intermediate Credit Bond ETF,etf
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,etf
CJNK,SPDR BofA Merrill Lynch Crossover Corporate Bond ETF,etf
CLAW,Direxion Daily Homebuilders & Supplies Bear 3X Shares,etf
CLY,iShares 10  Year Credit Bond ETF,etf
CLYH,iShares Interest Rate Hedged 10  Year Credit Bond ETF,etf
CMBS,iShares CMBS Bond ETF,etf
CMDT,iShares Commodity Optimized Trust,etf
CMF,iShares California Muni Bond ETF,etf
CN,Deutsche X-trackers MSCI All China Equity ETF,etf
CNCR,Loncar Cancer Immunotherapy ETF,etf
CNDA,IQ Canada Small Cap ETF,etf
CNHX,CSOP MSCI China A International Hedged ETF,etf
CNXT,VanEck Vectors ChinaAMC SME-ChNext ETF,etf
CNY,Market Vectors Chinese Renminbi/USD ETN,etf
CNYA,iShares MSCI China A ETF,etf
COBO,ProShares USD Covered Bond,etf
COMT,iShares Commodities Select Strategy ETF,etf
COPX,Global X Copper Miners ETF,etf
CORN,Teucrium Corn Fund ETV,etf
CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fu,etf
COW,iPath Bloomberg Livestock Subindex Total Return ETN,etf
CPER,United States Copper Index Fund ETV,etf
CPI,IQ Real Return ETF,etf
CQQQ,Guggenheim China Technology ETF,etf
CRAK,VanEck Vectors Oil Refiners ETF,etf
CRBN,iShares MSCI ACWI Low Carbon Target ETF,etf
CRDT,WisdomTree Strategic Corporate Bond Fund,etf
CRED,iShares U.S. Credit Bond ETF,etf
CROC,ProShares UltraShort Australian Dollar,etf
CROP,IQ Global Agribusiness Small Cap ETF,etf
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,etf
CSCR,Credit Suisse Commodity Rotation ETN,etf
CSD,Guggenheim S&P Spin-Off ETF,etf
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,etf
CSJ,iShares 1-3 Year Credit Bond ETF,etf
CSLS,Credit Suisse Long/Short Liquid Index,etf
CSM,ProShares Credit Suisse 130/30,etf
CTNN,iPath Pure Beta Cotton,etf
CUPM,iPath Pure Beta Copper,etf
CURE,Direxion Daily Healthcare Bull 3X Shares,etf
CUT,Guggenheim MSCI Global Timber ETF,etf
CVY,Guggenheim Multi-Asset Income ETF,etf
CWB,SPDR Bloomberg Barclays Convertible Securities ETF,etf
CWEB,Direxion Daily CSI China Internet Index Bull 2X Shares,etf
CWI,SPDR MSCI ACWI ex-US ETF,etf
CYB,WisdomTree Chinese Yuan Strategy Fund,etf
CZA,Guggenheim Mid-Cap Core ETF,etf
DAG,PowerShares DB Agriculture Double Long ETN,etf
DAX,Horizons DAX Germany ETF,etf
DBA,PowerShares DB Agriculture Fund,etf
DBAP,Deutsche X-Trackers MSCI AC Asia Pacific ex Japan Hedged Equit,etf
DBAU,Deutsche X-trackers MSCI Australia Hedged Equity ETF,etf
DBAW,Deutsche X-trackers MSCI All World ex US Hedged Equity ETF,etf
DBB,PowerShares DB Base Metals Fund,etf
DBBR,Deutsche X-trackers MSCI Brazil Hedged Equity Fund,etf
DBC,PowerShares DB Commodity Index Trac,etf
DBE,PowerShares DB Energy Fund,etf
DBEF,Deutsche X-trackers MSCI EAFE Hedged Equity ETF,etf
DBEM,Deutsche X-trackers MSCI Emerging Markets Hedged Equity ETF,etf
DBES,Deutsche X-trackers MSCI EAFE Small Cap Hedged Equity ETF,etf
DBEU,Deutsche X-Trackers MSCI Europe Hedged Equity ETF,etf
DBEZ,Deutsche X-trackers MSCI Eurozone Hedged Equity ETF,etf
DBGR,Deutsche X-trackers MSCI Germany Hedged Equity ETF,etf
DBIF,Deutsche X-trackers S&P Hedged Global Infrastructure ETF,etf
DBIT,Deutsche X-trackers MSCI Italy Hedged Equity ETF,etf
DBJP,Deutsche X-trackers MSCI Japan Hedged Equity ETF,etf
DBKO,Deutsche X-trackers MSCI South Korea Hedged Equity ETF,etf
DBMX,Deutsche X-trackers MSCI Mexico Hedged Equity ETF,etf
DBO,PowerShares DB Oil Fund,etf
DBP,PowerShares DB Precious Metals Fund,etf
DBRE,Deutsche X-trackers Dow Jones Hedged International Real Estate,etf
DBS,PowerShares DB Silver Fund,etf
DBSP,Deutsche X-trackers MSCI Spain Hedged Equity ETF,etf
DBUK,Deutsche X-Trackers MSCI United Kingdom Hedged Equity ETF,etf
DBV,PowerShares DB G10 Currency Harvest,etf
DCNG,iPath Seasonal Natural Gas,etf
DDEZ,WisdomTree Dynamic Currency Hedged Europe Equity Fund,etf
DDG,ProShares Short Oil & Gas,etf
DDJP,WisdomTree Dynamic Currency Hedged Japan Equity Fund,etf
DDLS,WisdomTree Dynamic Currency Hedged International SmallCap Equi,etf
DDM,ProShares Ultra Dow30,etf
DDP,PowerShares DB Commodity Short ETN,etf
DDWM,WisdomTree Dynamic Currency Hedged International Equity Fund,etf
DEE,PowerShares DB Commodity Double Short ETN,etf
DEEF,Deutsche X-trackers FTSE Developed ex US Comprehensive Factor,etf
DEF,Guggenheim Defensive Equity ETF,etf
DEM,WisdomTree Emerging Markets High Dividend Fund,etf
DES,WisdomTree Trust SmallCap Dividend Fund,etf
DESC,Deutsche X-trackers Russell 2000 Comprehensive Factor ETF,etf
DEUS,Deutsche X-trackers Russell 1000 Comprehensive Factor ETF,etf
DEW,WisdomTree Global High Dividend Fund,etf
DEWJ,iShares Adaptive Currency Hedged MSCI Japan ETF,etf
DEZU,iShares Adaptive Currency Hedged MSCI Eurozone ETF,etf
DFE,WisdomTree Europe SmallCap Dividend Fund,etf
DFJ,WisdomTree Japan SmallCap Fund,etf
DFND,Reality Shares DIVCON Dividend Defender,etf
DFVL,iPath US Treasury 5-year Bull ETN,etf
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,etf
DGAZ,VelocityShares 3X Inverse Natural Gas ETN,etf
DGL,PowerShares DB Gold Fund,etf
DGLD,VelocityShares 3x Inverse Gold ETN linked to S&P GSCI Gold Ind,etf
DGP,PowerShares DB Gold Double Long ETN,etf
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,etf
DGRO,iShares Core Dividend Growth ETF,etf
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,etf
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,etf
DGS,WisdomTree Emerging Market SmallCap Fund,etf
DGT,SPDR Global Dow ETF (based on The Global Dow),etf
DGZ,PowerShares DB Gold Short ETN,etf
DHS,WisdomTree High Dividend Fund,etf
DHVW,Diamond Hill Valuation-Weighted 500 ETF,etf
DI,PIMCO Diversified Income Active Exchange-Traded Fund,etf
DIA,SPDR Dow Jones Industrial Average ETF,etf
DIG,ProShares Ultra Oil & Gas,etf
DIM,WisdomTree International MidCap Dividend Fund,etf
DIRT,iPath Pure Beta Agriculture ETN,etf
DIV,Global X Super Dividend ETF,etf
DIVA,QuantShares Hedged Dividend Income Fund,etf
DIVC,C-Tracks Miller/Howard Strategic Dividend Reinvestor,etf
DIVI,AdvisorShares Athena High Dividend ETF,etf
DIVY,Realty Shares DIVS ETF,etf
DJCI,ETRACS Linked to the Bloomberg Commodity Index Total Return du,etf
DJD,Guggenheim Dow Jones Industrial Average Dividend ETF,etf
DJP,iPath Bloomberg Commodity Index Total Return ETN,etf
DLBL,iPath US Treasury Long Bond Bull ETN,etf
DLBS,iPath US Treasury Long Bond Bear ETN,etf
DLN,WisdomTree LargeCap Dividend Fund,etf
DLS,WisdomTree International SmallCap Fund,etf
DNL,WisdomTree Global ex-US Quality Dividend Growth Fund,etf
VNQI,Vanguard Global ex-U.S. Real Estate ETF,etf
VO,Vanguard Mid-Cap ETF - DNQ,etf
VOE,Vanguard Mid-Cap Value ETF - DNQ,etf
VONE,Vanguard Russell 1000 ETF,etf
VONG,Vanguard Russell 1000 Growth ETF,etf
VONV,Vanguard Russell 1000 Value ETF,etf
VOO,Vanguard S&P 500 ETF,etf
VOOG,Vanguard S&P 500 Growth ETF,etf
VOOV,Vanguard S&P 500 Value ETF,etf
VOT,Vanguard Mid-Cap Growth ETF - DNQ,etf
VOX,Vanguard Telecom ETF - DNQ,etf
VPL,Vanguard FTSE Pacific ETF,etf
VPU,Vanguard Utilities ETF - DNQ,etf
VQT,Barclays ETN S&P VEQTOR ETN,etf
VRIG,PowerShares Variable Rate Investment Grade Portfolio,etf
VRP,PowerShares Variable Rate Preferred Portfolio,etf
VSS,Vanguard FTSE All-Wld ex-US SmCp Idx ETF,etf
VT,Vanguard Total World Stock Index ETF,etf
VTEB,Vanguard Tax-Exempt Bond ETF,etf
VTHR,Vanguard Russell 3000 ETF,etf
VTI,Vanguard Total Stock Market ETF,etf
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,etf
VTV,Vanguard Value ETF - DNQ,etf
VTWG,Vanguard Russell 2000 Growth ETF,etf
VTWO,Vanguard Russell 2000 ETF,etf
VTWV,Vanguard Russell 2000 Value ETF,etf
VUG,Vanguard Growth ETF - DNQ,etf
VUSE,Vident Core US Equity ETF,etf
VV,Vanguard Large-Cap ETF - DNQ,etf
VWO,Vanguard FTSE Emerging Markets ETF,etf
VWOB,Vanguard Emerging Markets Government Bond ETF,etf
VXF,Vanguard Extended Market ETF - DNQ,etf
VXUS,Vanguard Total International Stock ETF,etf
VXX,iPath S&P 500 VIX Short Term Futures ETN,etf
VXZ,iPath S&P 500 VIX Mid-Term Futures ETN,etf
VYM,Vanguard High Dividend Yield ETF - DNQ,etf
WBIA,WBI Tactical SMG Shares,etf
WBIB,WBI Tactical SMV Shares,etf
WBIC,WBI Tactical SMY Shares,etf
WBID,WBI Tactical SMS Shares,etf
WBIE,WBI Tactical LCG Shares,etf
WBIF,WBI Tactical LCV Shares,etf
WBIG,WBI Tactical LCY Shares,etf
WBIH,WBI Tactical High Income Shares,etf
WBII,WBI Tactical Income Shares,etf
WBIL,WBI Tactical LCS Shares,etf
WDIV,SPDR S&P Global Dividend,etf
WDRW,Direxion Daily Regional Banks Bear 3X Shares,etf
WDTI,WisdomTree Managed Futures Strategy Fund,etf
WEAT,Teucrium Wheat Fund ETV,etf
WEET,iPath Pure Beta Grains,etf
WIL,Barclays Women in Leadership ETN,etf
WIP,SPDR Citi International Government Inflation-Protected Bond ET,etf
WMCR,Wilshire Micro-Cap ETF (based on the Wilshire US Micro-Cap Ind,etf
WMW,Elements Exchange Traded Notes Morningstar Wide Moat Focus Tot,etf
WOOD,iShares S&P Global Timber & Forestry Index Fund,etf
WPS,iShares International Developed Property ETF,etf
WREI,Wilshire US REIT,etf
WSKY,Spirited Funds/ETFMG Whiskey & Spirits ETF,etf
WTRX,Elevation ETF Trust ETF,etf
WYDE,ProShares CDS Short North American HY Credit ETF,etf
XAR,SPDR S&P Aerospace & Defense ETF,etf
XBI,SPDR Series Trust  SPDR S&P Biotech ETF,etf
XCEM,Columbia EM Core ex-China ETF,etf
XES,SPDR Series Trust SPDR S&P Oil & Gas Equipment & Services ETF,etf
XHB,SPDR Series Trust SPDR Homebuilders ETF,etf
XHE,SPDR S&P Health Care Equipment,etf
XHS,SPDR S&P Health Care Services ETF,etf
XINA,SPDR MSCI China A Shares IMI ETF,etf
XITK,SPDR FactSet Innovative Technology ETF,etf
XIV,VelocityShares Daily Inverse VIX Short Term ETN,etf
XIVH,VelocitySharesVIX Short Volatility Hedged ETN,etf
XLB,Materials Select Sector SPDR,etf
XLE,SPDR Select Sector Fund - Energy Select Sector,etf
XLF,SPDR Select Sector Fund - Financial,etf
XLG,Guggenheim S&P 500 Top 50 ETF,etf
XLI,SPDR Select Sector Fund - Industrial,etf
XLK,SPDR Select Sector Fund - Technology,etf
XLP,SPDR Select Sector Fund - Consumer Staples,etf
XLU,SPDR Select Sector Fund - Utilities,etf
XLV,SPDR Select Sector Fund - Health Care,etf
XLY,SPDR Select Sector Fund - Consumer Discretionary,etf
XME,SPDR S&P Metals & Mining ETF,etf
XMLV,PowerShares S&P MidCap Low Volatility Portfolio,etf
XMPT,VanEck Vectors CEF Municipal Income ETF,etf
XOP,SPDR S&P Oil & Gas Explor & Product,etf
XPH,SPDR S&P Pharmaceuticals ETF,etf
XPP,ProShares Ultra FTSE China 50,etf
XRLV,PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio,etf
XRT,SPDR S&P Retail ETF,etf
XSD,SPDR S&P Semiconductor ETF,etf
XSLV,PowerShares S&P SmallCap Low Volatility Portfolio,etf
XSOE,WisdomTree Emerging Markets Ex-State Owned Enterprises Fund,etf
XSW,SPDR S&P Software & Services ETF,etf
XT,iShares Exponential Technologies ETF,etf
XTH,SPDR S&P Technology Hardware ETF,etf
XTL,SPDR S&P Telecom ETF,etf
XTN,SPDR S&P Transportation ETF,etf
XVZ,iPath S&P 500 Dynamic VIX ETN,etf
XWEB,SPDR S&P Internet ETF,etf
XXV,iPath Inverse S&P 500 VIX Short-Term Futures ETN,etf
YANG,Direxion Daily FTSE China Bear 3x Shares,etf
YAO,Guggenheim China All-Cap ETF,etf
YCL,ProShares Ultra Yen,etf
YCS,ProShares UltraShort Yen New,etf
YDIV,First Trust International Multi-Asset Diversified Income Index,etf
YINN,Direxion Daily FTSE China Bull 3x Shares,etf
YLCO,Global X Yieldco Index ETF,etf
YMLI,VanEck Vectors High Income Infrastructure MLP ETF,etf
YMLP,VanEck Vectors High Income MLP ETF,etf
YXI,ProShares Short FTSE China 50,etf
YYY,YieldShares High Income ETF,etf
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,etf
ZIV,VelocityShares Daily Inverse VIX Medium Term ETN,etf
ZMLP,Direxion Zacks MLP High Income Index Shares,etf
ZROZ,PIMCO 25  Year Zero Coupon U.S. Treasury Index Exchange-Traded,etf
ZSL,ProShares UltraShort Silver,etf
DNO,United States Short Oil Fund,etf
DOD,Dow Jones High Yield Select 10 Total Return Index ETF,etf
DOG,ProShares Short Dow30,etf
DOL,WisdomTree International LargeCap Dividend Fund,etf
DON,WisdomTree MidCap Dividend Fund,etf
DOO,WisdomTree International Dividend Top 100 Fund,etf
DPK,Direxion Developed Markets Bear 3x Shares,etf
DPST,Direxion Daily Regional Banks Bull 3X Shares,etf
DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,etf
DRN,Direxion Daily Real Estate Bull 3x Shares,etf
DRR,Market Vectors Double Short Euro ETN,etf
DRV,Drexion Daily Real Estate Bear 3x Shares,etf
DRW,WisdomTree Global ex-US Real Estate Index,etf
DSI,iShares MSCI KLD 400 Social ETF,etf
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,etf
DSUM,PowerShares Chinese Yuan Dim Sum Bond Portfolio,etf
DTD,WisdomTree Total Dividend Fund,etf
DTH,WisdomTree International High Dividend Fund,etf
DTN,WisdomTree Dividend Ex-Financials Fund,etf
DTO,PowerShares DB Crude Oil Double Short ETN,etf
DTUL,iPath US Treasury 2-year Bull ETN,etf
DTUS,iPath US Treasury 2-year Bear ETN,etf
DTYL,iPath US Treasury 10-year Bull ETN,etf
DTYS,iPath US Treasury 10-year Bear ETN,etf
DUG,ProShares UltraShort Oil & Gas,etf
DULL,Direxion Funds ETF,etf
DUSA,Davis Select U.S. Equity ETF,etf
DUST,Direxion Daily Gold Miners Index Bear 3X Shares,etf
DVHL,ETRACS Monthly Pay 2xLeveraged Diversified High Income ETN,etf
DVP,Deep Value ETF,etf
DVY,iShares Select Dividend ETF,etf
DVYA,iShares Asia / Pacific Dividend 30 Index Fund Exchange Traded,etf
DVYE,iShares Emerging Markets Dividend Index Fund Exchange Traded F,etf
DVYL,ETRACS Monthly Pay 2x Leveraged Dow Jones Select Dividend ETN,etf
DWAQ,PowerShares DWA NASDAQ Momentum Portfolio,etf
DWAS,PowerShares DWA SmallCap Momentum Portfolio,etf
DWAT,Arrow DWA Tactical ETF,etf
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,etf
DWIN,PowerShares DWA Tactical Multi-Asset Income Portfolio,etf
DWLD,Davis Select Worldwide ETF,etf
DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,etf
DWM,WisdomTree International Equity Fund,etf
DWTR,PowerShares DWA Tactical Sector Rotation Portfolio,etf
DWX,SPDR S&P International Dividend ETF,etf
DXD,ProShares UltraShort Dow30,etf
DXGE,WisdomTree Germany Hedged Equity Fund,etf
DXJ,WisdomTree Japan Hedged Equity Fund,etf
DXJC,WisdomTree Japan Hedged Capital Goods Fund,etf
DXJF,WisdomTree Japan Hedged Financials Fund,etf
DXJH,WisdomTree Japan Hedged Health Care Fund,etf
DXJR,WisdomTree Japan Hedged Real Estate Fund,etf
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,etf
DXJT,"WisdomTree Japan Hedged Tech, Media & Telecom Fund",etf
DXKW,WisdomTree Korea Hedged Equity Fund,etf
DXPS,WisdomTree United Kingdom Hedged Equity Fund,etf
DXUS,WisdomTree Global ex-U.S. Hedged Dividend Fund,etf
DYB,WisdomTree Dynamic Bearish U.S. Equity,etf
DYLS,WisdomTree Dynamic Long/Short U.S. Equity,etf
DYY,PowerShares DB Commodity Double Long ETN,etf
DZK,Direxion Developed Markets Bull 3x Shares,etf
DZZ,PowerShares DB Gold Double Short ETN,etf
EBND,SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,etf
ECH,iShares MSCI Chile Capped Investable Market Index Fund,etf
ECNS,iShares MSCI China Small-Cap ETF,etf
ECON,Columbia Emerging Markets Consumer ETF,etf
EDC,Direxion Emerging Markets Bull 3X Shares,etf
EDEN,iShares MSCI Denmark Capped Investable Market Index Fund,etf
EDIV,SPDR S&P Emerging Markets Dividend ETF,etf
EDOG,ALPS Emerging Sector Dividend Dogs ETF,etf
EDV,Vanguard Extended Duration Treasury ETF,etf
EDZ,Direxion Emerging Markets Bear 3X Shares,etf
EEB,Guggenheim BRIC ETF,etf
EEH,Elements Exchange Traded Notes SPECTRUM Large Cap US Sector Mo,etf
EELV,PowerShares S&P Emerging Markets Low Volatility Portfolio,etf
EEM,iShares MSCI Emerging Index Fund,etf
EEMA,iShares MSCI Emerging Markets Asia Index Fund,etf
EEMS,Ishares MSCI Emerging Markets Small Cap Index Fund,etf
EEMV,iShares Edge MSCI Min Vol Emerging Markets ETF,etf
EES,WisdomTree SmallCap Earnings Fund,etf
EET,ProShares Ultra MSCI Emerging Markets,etf
EEV,ProShares UltraShort MSCI Emerging Markets,etf
EFA,iShares MSCI EAFE ETF,etf
EFAD,ProShares MSCI EAFE Dividend Growers ETF,etf
EFAV,iShares Edge MSCI Min Vol EAFE ETF,etf
EFFE,Global X JPMorgan Efficiente Index ETF,etf
EFG,iShares MSCI EAFE Growth ETF,etf
EFNL,iShares MSCI Finland Capped ETF,etf
EFO,ProShares Ultra MSCI EAFE,etf
EFU,ProShares UltraShort MSCI EAFE,etf
EFV,iShares MSCI EAFE Value ETF,etf
EFZ,ProShares Short MSCI EAFE,etf
EGPT,VanEck Vectors Egypt Index ETF,etf
EIDO,iShares MSCI Indonesia ETF,etf
EIRL,iShares MSCI Ireland Capped ETF,etf
EIS,iShares MSCI Israel Capped Investable Market Index Fund,etf
ELD,WisdomTree Emerging Markets Local Debt Fund,etf
EMAG,VanEck Vectors Emerging Markets Aggregate Bond ETF,etf
EMB,"iShares J,P. Morgan USD Emerging Markets Bond ETF",etf
EMBH,iShares Interest Rate Hedged Emerging Markets Bond ETF,etf
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,etf
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,etf
EMCR,Columbia Emerging Markets CORE ETF,etf
EMDD,Columbia EM Strategic Opportunities ETF,etf
EMFM,Global X Next Emerging & Frontier ETF,etf
EMGF,iShares FactorSelect MSCI Emerging ETF,etf
EMHY,iShares Emerging Markets High Yield Bond ETF,etf
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,etf
EMIH,Deutsche X-trackers Emerging Markets Bond - Interest Rate Hedg,etf
EMLB,iPath Long Enhanced MSCI Emerging Markets Index ETN,etf
EMLC,VanEck Vectors J.P. Morgan EM Local Currency Bond ETF,etf
EMLP,First Trust North American Energy Infrastructure Fund,etf
EMQQ,Emerging Markets Internet and Ecommerce ETF (The),etf
EMSA,iPath Short Enhanced MSCI Emerging Markets Index ETN,etf
EMSD,WisdomTree Strong Dollar Emerging Markets Equity Fund,etf
EMSH,ProShares Short Term USD Emerging Markets Bond ETF,etf
ENFR,Alerian Energy Infrastructure ETF,etf
ENOR,iShares MSCI Norway Capped Investable Market Index Fund,etf
ENY,Guggenheim Canadian Energy Income ETF,etf
ENZL,iShares MSCI New Zealand Capped ETF,etf
EPHE,iShares MSCI Philippines ETF,etf
EPI,WisdomTree India Earnings Fund,etf
EPOL,iShares MSCI Poland Capped ETF,etf
EPP,iShares MSCI Pacific Ex-Japan Index Fund,etf
EPRF,Elkhorn S&P High Quality Preferred ETF,etf
EPS,WisdomTree Earnings 500 Fund,etf
EPU,iShares MSCI All Peru Capped ETF,etf
EPV,ProShares UltraShort FTSE Europe ETF,etf
EQAL,PowerShares Russell 1000 Equal Weight POrtfolio,etf
EQL,ALPS Equal Sector Weight ETF,etf
EQLT,Workplace Equality Portfolio ETF,etf
EQWL,PowerShares Russell Top 200 Equal Weight Portfolio,etf
EQWM,PowerShares Russell Midcap Equal Weight Portfolio,etf
EQWS,PowerShares Russell 2000 Equal Weight Portfolio,etf
ERO,iPath EUR/USD Exchange Rate ETN,etf
ERUS,iShares MSCI Russia Capped ETF New,etf
ERX,Direxion Energy Bull 3X Shares,etf
ERY,Direxion Daily Energy Bear 3X Shares,etf
ESG,FlexShares STOXX US ESG Impact Index Fund,etf
ESGF,Oppenheimer Revenue Weighted ETF Trust Oppenheimer Global ESG,etf
ESGG,FlexShares STOXX Global ESG Impact Index Fund,etf
ESGL,Oppenheimer Revenue Weighted ETF Trust Oppenheimer ESG Revenue,etf
ESGN,Columbia Sustainable International Equity Income ETF,etf
ESGS,Columbia Sustainable U.S. Equity Income ETF,etf
ESGU,iShares MSCI USA ESG Optimized ETF,etf
ESGW,Columbia Sustainable Global Equity Income ETF,etf
ETHO,Etho Climate Leadership U.S. ETF,etf
EUDG,WisdomTree Europe Quality Dividend Growth Fund,etf
EUDV,MSCI Europe Dividend Growers ETF,etf
EUFL,Direxion Daily European Financials Bull 2X Shares,etf
EUFN,iShares MSCI Europe Financials Sector Index Fund,etf
EUFX,ProShares Short Euro,etf
EUM,ProShares Short MSCI Emerging Markets,etf
EUMV,iShares Edge MSCI Min Vol Europe ETF,etf
EUO,ProShares UltraShort Euro,etf
EURL,Direxion Daily FTSE Europe Bull 3x Shares,etf
EUSA,iShares MSCI USA Equal Weighted ETF,etf
EUSC,WisdomTree Europe Hedged SmallCap Equity Fund,etf
EVX,VanEck Vectors Environmental Services ETF,etf
EWA,iShares MSCI Australia Index Fund,etf
EWC,iShares MSCI Canada Index Fund,etf
EWD,iShares MSCI Sweden Capped ETF,etf
EWEM,Guggenheim MSCI Emerging Markets Equal Country Weight ETF,etf
EWG,iShares MSCI Germany Index Fund,etf
EWGS,iShares MSCI Germany Small-Cap ETF,etf
EWH,iShares MSCI Hong Kong Index Fund,etf
EWI,iShares MSCI Italy Capped Index Fund,etf
EWJ,iShares MSCI Japan Index Fund,etf
EWK,iShares MSCI Belgium Capped Investable Market Index Fund,etf
EWL,iShares MSCI Switzerland Capped Index Fund,etf
EWM,iShares MSCI Malaysia Index Fund,etf
EWMC,Guggenheim S&P MidCap 400 Equal Weight ETF,etf
EWN,iShares MSCI Netherlands Index Fund,etf
EWO,iShares MSCI Austria Capped Investable Market Index Fund,etf
EWP,iShares MSCI Spain Capped Index Fund,etf
